"unitid","institution_name","percent_of_undergraduate_students_awarded_federal_state_local_institutional_or_other_sources_of_grant_aid","average_amount_of_federal_state_local_institutional_or_other_sources_of_grant_aid_awarded_to_undergraduate_students","percent_of_undergraduate_students_awarded_pell_grants","average_amount_pell_grant_aid_awarded_to_undergraduate_students","percent_of_undergraduate_students_awarded_federal_student_loans","average_amount_of_federal_student_loans_awarded_to_undergraduate_students","average_net_price_students_awarded_grant_or_scholarship_aid","average_net_price_income_0_30_000_students_awarded_title_iv_federal_financial_aid","average_net_price_income_over_110_000_students_awarded_title_iv_federal_financial_aid","published_in_state_tuition_and_fees","published_out_of_state_tuition_and_fees","off_campus_not_with_family_room_and_board","on_campus_room_and_board","total_price_for_in_state_students_living_on_campus","total_price_for_out_of_state_students_living_on_campus","total_price_for_in_state_students_living_off_campus_not_with_family","total_price_for_out_of_state_students_living_off_campus_not_with_family","gradrate_ba_6yrs_total","gradrate_ba_6yrs_men","gradrate_ba_6yrs_women","gradrate_ba_6yrs_black_non_hispanic","gradrate_ba_6yrs_hispanic","gradrate_ba_6yrs_white_non_hispanic","pell_grant_recipients_overall_graduation_rate_within_150_percent_of_normal_time","subsidized_stafford_loan_recipients_not_receiving_pell_grants_overall_graduation_rate_within_150_percent_of_normal_time","did_not_receive_pell_grants_or_subsidized_stafford_loans_overall_graduation_rate_within_150_percent_of_normal_time","historically_black_college_or_university","sector_of_institution","institutional_category","degree_of_urbanization_urban_centric_locale","carnegie_classification_2018_size_and_setting","full_time_retention_rate","part_time_retention_rate","undergraduate_enrollment","percent_of_undergraduate_enrollment_that_are_black_or_african_american","percent_of_undergraduate_enrollment_that_are_hispanic/latino","percent_of_undergraduate_enrollment_that_are_white","percent_of_undergraduate_enrollment_that_are_women","endowment_assets_year_end_per_fte_enrollment","number_of_branches_and_independent_libraries","all_programs_offered_completely_via_distance_education","percent_of_undergraduate_students_enrolled_exclusively_in_distance_education_courses","endowment_total","finances_spent_research","finances_spent_student_services","finances_spent_public_service","finances_spent_academic_support","finances_spent_instruction","revenue_total"
230764,"University of Utah",60,7695,26,4512,29,7677,13739,11511,18410,9222,29215,10980,10262,24472,44465,25190,45183,70,74,66,56,57,70,61,64,74,"No","Public, 4-year or above","Degree-granting, primarily baccalaureate or above","City: Midsize","Four-year, large, primarily nonresidential",89,55,24743,1,13,67,47,36662,2,"No",5,1051841000,384922000,82255000,692762000,182178000,475062000,5649069000
216542,"University of Valley Forge",85,12122,48,4526,74,6964,NA,NA,NA,21341,21341,9886,9886,35787,35787,35787,35787,52,37,71,25,36,57,44,51,75,"No","Private not-for-profit, 4-year or above","Degree-granting, primarily baccalaureate or above","Suburb: Large","Four-year, very small, highly residential",74,25,609,16,15,58,52,NA,0,"No",17,2633225,0,1601365,0,863521,3283008,13054161
231174,"University of Vermont",80,16653,15,4381,42,6134,19185,12015,26751,18276,42516,12076,12492,34210,58450,34210,58450,76,73,79,71,69,77,72,74,79,"No","Public, 4-year or above","Degree-granting, primarily baccalaureate or above","City: Small","Four-year, large, highly residential",87,60,11328,1,4,80,59,43836,3,"No",1,554985000,109579000,51540000,75103000,77205000,210368000,767899000
233897,"University of Virginia's College at Wise",56,11169,33,4741,31,5839,10432,9266,16608,10119,27846,7895,10438,24596,42323,22620,40347,48,44,52,40,57,51,48,43,64,"No","Public, 4-year or above","Degree-granting, primarily baccalaureate or above","Town: Distant","Four-year, small, highly residential",72,NA,2065,10,2,74,62,67791,0,"No",36,97121524,96662,2914988,3315962,6069063,16936246,55288234
234076,"University of Virginia-Main Campus",43,20256,13,4528,25,5869,17579,8882,29877,17653,49032,11590,11590,33493,64872,33493,64872,94,92,96,87,96,95,91,93,95,"No","Public, 4-year or above","Degree-granting, primarily baccalaureate or above","Suburb: Small","Four-year, large, primarily residential",97,NA,16777,7,6,57,55,264679,12,"No",2,6856257988,512761397,68661968,57631349,214569640,544400133,3919419712
377555,"University of Washington-Bothell Campus",44,13293,31,4702,27,6264,9469,6922,21394,11138,36519,11877,11877,27704,53085,27704,53085,62,63,61,72,49,65,63,57,63,"No","Public, 4-year or above","Degree-granting, primarily baccalaureate or above","Suburb: Large","Four-year, medium, primarily nonresidential",87,70,5401,7,10,36,48,12437,0,"No",0,NA,NA,NA,NA,NA,NA,NA
236948,"University of Washington-Seattle Campus",46,13400,21,4848,24,5704,10692,7850,24879,11207,36588,12798,12798,27638,53019,27638,53019,84,81,87,74,79,84,80,82,86,"No","Public, 4-year or above","Degree-granting, primarily baccalaureate or above","City: Large","Four-year, large, primarily residential",94,78,32099,3,8,38,53,65442,12,"No",1,3534519141,850021928,61683919,74609721,518214607,1593366210,6634277030
377564,"University of Washington-Tacoma Campus",66,11906,44,4632,38,6467,10620,6545,20241,11261,36642,11028,11028,26978,52359,26978,52359,58,53,62,67,64,59,61,45,59,"No","Public, 4-year or above","Degree-granting, primarily baccalaureate or above","City: Midsize","Four-year, medium, primarily nonresidential",81,76,4554,9,15,40,51,14076,0,"No",2,NA,NA,NA,NA,NA,NA,NA
101587,"University of West Alabama",70,5579,54,4852,60,9648,15383,14254,16699,10040,18490,7122,7080,21841,30291,21883,30333,29,24,35,17,25,44,29,38,34,"No","Public, 4-year or above","Degree-granting, primarily baccalaureate or above","Rural: Remote","Four-year, medium, primarily residential",62,100,2154,43,2,43,58,100,1,"No",21,423478,673543,11164796,1438756,6141629,32151487,74362976
141334,"University of West Georgia",77,6385,47,4761,57,6079,15235,13763,19531,6288,17074,6900,9708,24396,35182,21588,32374,42,34,48,45,45,40,39,43,47,"No","Public, 4-year or above","Degree-granting, primarily baccalaureate or above","Town: Fringe","Four-year, large, primarily residential",69,54,11135,37,8,47,63,2921,1,"No",12,32501663,2209314,19666670,326121,29272467,87846361,252497800
240268,"University of Wisconsin-Eau Claire",47,5323,23,4120,50,5742,14010,11528,19307,8820,17095,7813,7813,20349,28624,20349,28624,67,66,67,47,42,68,57,68,71,"No","Public, 4-year or above","Degree-granting, primarily baccalaureate or above","City: Small","Four-year, large, primarily residential",81,100,10888,1,3,87,62,4973,1,"No",4,52344258,1231273,26516136,3193213,22047298,67488838,178130274
240277,"University of Wisconsin-Green Bay",43,5905,27,4110,40,6201,11839,11337,16763,7878,15728,7306,7306,19334,27184,19334,27184,52,47,55,67,55,53,50,58,50,"No","Public, 4-year or above","Degree-granting, primarily baccalaureate or above","City: Midsize","Four-year, medium, primarily residential",71,59,8189,2,6,82,64,6849,3,"No",18,43662942,1986042,19209057,6011796,11051636,29811752,97851748
240329,"University of Wisconsin-La Crosse",42,5009,20,4187,52,5968,12167,7939,17018,9107,17776,6331,6331,17514,26183,17514,26183,71,68,72,44,69,72,58,75,73,"No","Public, 4-year or above","Degree-granting, primarily baccalaureate or above","City: Small","Four-year, medium, primarily residential",86,20,9727,1,3,89,56,2591,0,"No",0,27707128,2603577,26188015,2982923,21746445,74157945,176710886
240444,"University of Wisconsin-Madison",42,10508,14,4535,29,6082,16103,4367,24574,10555,36805,11114,11114,26025,52275,26025,52275,87,85,89,81,85,88,83,85,89,"No","Public, 4-year or above","Degree-granting, primarily baccalaureate or above","City: Large","Four-year, large, primarily residential",95,75,31705,2,5,70,51,114135,20,"No",1,4243439519,1047622014,160666312,224239508,233770975,672748015,3140027625
240453,"University of Wisconsin-Milwaukee",52,6356,33,4272,50,6330,14822,13222,21354,9588,20867,10728,10728,24486,35765,24486,35765,44,43,45,25,32,48,35,49,50,"No","Public, 4-year or above","Degree-granting, primarily baccalaureate or above","City: Large","Four-year, large, primarily nonresidential",73,51,22337,7,12,67,53,7707,2,"No",7,167211893,51633807,63326505,30852590,51358217,202496145,551033303
240365,"University of Wisconsin-Oshkosh",32,5569,21,4121,37,5996,11980,11687,17797,7621,15194,8092,8092,19493,27066,19493,27066,53,50,56,26,44,56,47,54,58,"No","Public, 4-year or above","Degree-granting, primarily baccalaureate or above","City: Small","Four-year, large, primarily residential",78,33,15097,2,6,83,60,46,2,"No",6,479010,2176394,26140468,5290679,19186121,80216287,179057293
240374,"University of Wisconsin-Parkside",52,5951,40,4351,49,6280,10154,6652,15849,7389,15378,8082,7470,19597,27586,20209,28198,38,39,37,22,30,41,31,41,45,"No","Public, 4-year or above","Degree-granting, primarily baccalaureate or above","Suburb: Midsize","Four-year, medium, primarily nonresidential",71,31,4060,9,18,64,53,2037,0,"No",7,7749285,405438,14557600,2471789,7664891,25324377,68688478
240462,"University of Wisconsin-Platteville",47,5083,25,4069,50,5856,14611,12117,17879,7796,15646,7496,7602,19323,27173,19217,27067,54,52,57,8,44,55,47,55,57,"No","Public, 4-year or above","Degree-granting, primarily baccalaureate or above","Town: Distant","Four-year, medium, primarily residential",77,36,8123,2,5,88,36,4690,2,"No",10,31825088,979202,20475118,2240317,28728175,39328353,128317567
240471,"University of Wisconsin-River Falls",52,4667,28,4084,56,5952,13530,8366,16508,8025,15598,6600,6526,17937,25510,19225,26798,57,49,61,25,50,58,54,58,58,"No","Public, 4-year or above","Degree-granting, primarily baccalaureate or above","Town: Distant","Four-year, medium, primarily residential",76,64,5726,1,4,87,63,5322,0,"No",2,25762632,1010834,16563949,2449049,13077712,40161645,110173925
240480,"University of Wisconsin-Stevens Point",55,5442,31,4433,52,5887,12797,11446,17067,8239,16506,7422,7422,19069,27336,19069,27336,62,58,65,52,64,63,55,61,68,"No","Public, 4-year or above","Degree-granting, primarily baccalaureate or above","Town: Distant","Four-year, medium, primarily residential",73,44,8771,2,4,85,54,4873,2,"No",6,34830494,3600725,24295212,12236076,16282175,53223480,159115525
240417,"University of Wisconsin-Stout",43,5310,27,4150,57,6207,14767,10695,19086,9457,17424,6924,6924,19973,27940,19973,27940,58,53,63,25,39,59,53,60,60,"No","Public, 4-year or above","Degree-granting, primarily baccalaureate or above","Town: Distant","Four-year, medium, primarily residential",70,23,7577,2,3,86,43,8235,0,"No",13,58166762,596712,21444429,10557008,15423181,61514460,147815633
240426,"University of Wisconsin-Superior",54,5296,36,4126,56,6771,12695,9288,17425,8126,15699,6792,6792,19711,27284,19711,27284,36,31,41,13,25,37,31,37,40,"No","Public, 4-year or above","Degree-granting, primarily baccalaureate or above","Suburb: Midsize","Four-year, small, primarily residential",70,20,2296,2,3,80,62,7935,0,"No",25,17242535,2264802,12274321,1138661,6141615,19267384,55485658
240189,"University of Wisconsin-Whitewater",43,5404,27,4205,53,6287,12309,11868,17900,7692,16265,8420,7620,19062,27635,20842,29415,58,53,62,33,37,62,50,59,63,"No","Public, 4-year or above","Degree-granting, primarily baccalaureate or above","Town: Distant","Four-year, large, primarily residential",82,64,11722,4,7,81,50,2678,1,"No",4,28985771,1036960,27741838,7488845,24498796,76502593,193044041
240727,"University of Wyoming",74,7927,22,4360,34,6164,12880,8231,16135,5400,17490,10320,10320,19960,32050,19960,32050,57,52,61,33,45,58,45,46,62,"No","Public, 4-year or above","Degree-granting, primarily baccalaureate or above","Town: Remote","Four-year, large, primarily residential",78,8,9998,1,7,72,51,48874,4,"No",9,513201000,93793915,22915140,64087206,40898153,176673386,580855000
154493,"Upper Iowa University",66,10563,40,4460,56,10020,NA,NA,NA,30450,30450,8454,8454,43750,43750,43750,43750,43,41,46,18,38,51,36,46,47,"No","Private not-for-profit, 4-year or above","Degree-granting, primarily baccalaureate or above","Rural: Remote","Four-year, medium, primarily nonresidential",71,0,3741,20,6,62,61,NA,0,"No",41,18448500,0,11022842,0,2888007,18219351,51250207
216524,"Ursinus College",98,35006,22,4720,66,6766,NA,NA,NA,52050,52050,12750,12750,68122,68122,68122,68122,79,76,82,63,72,81,72,83,79,"No","Private not-for-profit, 4-year or above","Degree-granting, primarily baccalaureate or above","Suburb: Large","Four-year, small, highly residential",89,NA,1435,8,8,71,51,NA,0,"No",0,144942166,330921,10734401,978623,7096895,21328119,61937789
206349,"Ursuline College",76,20086,46,4383,84,7006,NA,NA,NA,32390,32390,6450,10776,46166,46166,44590,44590,44,75,43,24,0,60,40,50,50,"No","Private not-for-profit, 4-year or above","Degree-granting, primarily baccalaureate or above","Suburb: Large","Four-year, very small, primarily residential",71,0,631,21,2,61,93,NA,0,"No",6,23270960,0,5182076,0,2161273,12070336,23654628
446604,"Uta Mesivta of Kiryas Joel",94,12383,89,7733,0,NA,NA,NA,NA,12000,12000,3000,6000,22600,22600,21600,21600,87,87,NA,NA,NA,87,94,NA,66,"No","Private not-for-profit, 4-year or above","Degree-granting, primarily baccalaureate or above","Suburb: Large","Four-year, small, primarily residential",98,NA,1940,0,0,99,0,NA,NA,"No",0,NA,0,4705401,0,1731988,10452640,26290687
230728,"Utah State University",57,7766,34,4602,28,5556,13452,10643,17223,8138,22316,8324,7520,20504,34682,21308,35486,48,46,50,28,33,49,65,58,39,"No","Public, 4-year or above","Degree-granting, primarily baccalaureate or above","City: Small","Four-year, large, primarily nonresidential",73,53,24880,1,6,83,54,17886,1,"No",16,377024190,231394223,32083813,81942962,51291591,242308620,935287760
197045,"Utica University",69,9854,34,4441,72,10433,NA,NA,NA,21382,21382,10338,11248,35794,35794,36022,36022,54,50,59,28,39,63,47,57,69,"No","Private not-for-profit, 4-year or above","Degree-granting, primarily baccalaureate or above","City: Small","Four-year, medium, primarily residential",70,NA,3722,10,9,68,60,NA,0,"No",32,25880261,43402,16723867,0,6217988,36062414,89418659
141264,"Valdosta State University",78,7430,50,4757,60,6493,13502,11780,17323,6410,17196,8568,8198,21320,32106,21690,32476,42,36,46,39,35,46,35,43,50,"No","Public, 4-year or above","Degree-granting, primarily baccalaureate or above","City: Small","Four-year, medium, primarily residential",65,32,8700,38,7,47,63,5283,0,"No",13,52566967,236695,21817579,1565644,16276576,66226539,179884432
200572,"Valley City State University",53,5731,22,4162,30,4586,12386,7026,14519,7626,17166,6677,6446,18750,28290,18981,28521,41,29,55,17,14,47,27,33,54,"No","Public, 4-year or above","Degree-granting, primarily baccalaureate or above","Town: Remote","Four-year, small, primarily residential",68,50,1404,2,5,84,58,8043,1,"No",43,7280563,163085,1925801,85590,1819889,13002990,25297537
152600,"Valparaiso University",97,25308,28,4570,57,6896,NA,NA,NA,40260,40260,8900,11860,54940,54940,51980,51980,71,69,73,69,54,76,59,73,78,"No","Private not-for-profit, 4-year or above","Degree-granting, primarily baccalaureate or above","Suburb: Large","Four-year, medium, highly residential",80,NA,3199,6,9,72,56,NA,1,"No",0,250417000,838000,24492000,1565000,14763000,42011000,127785000
221999,"Vanderbilt University",66,42483,16,4493,13,5853,NA,NA,NA,49816,49816,NA,16234,70146,70146,NA,NA,94,92,95,85,94,95,90,96,94,"No","Private not-for-profit, 4-year or above","Degree-granting, primarily baccalaureate or above","City: Large","Four-year, large, highly residential",97,100,6861,11,10,45,51,NA,8,"No",0,4608461295,227134397,131650913,35218390,148154802,351265951,1677213607
149639,"VanderCook College of Music",69,11795,28,4296,59,6490,NA,NA,NA,28434,28434,7500,NA,NA,NA,40883,40883,39,43,33,0,33,54,40,33,75,"No","Private not-for-profit, 4-year or above","Degree-granting, primarily baccalaureate or above","City: Large","Four-year, very small, primarily nonresidential",93,NA,107,4,13,36,42,NA,NA,"No",0,513114,0,822784,193168,284017,1384021,5884989
123651,"Vanguard University of Southern California",95,22641,45,5024,87,7142,NA,NA,NA,33720,33720,13890,9980,48800,48800,54110,54110,64,62,65,48,66,66,60,68,66,"No","Private not-for-profit, 4-year or above","Degree-granting, primarily baccalaureate or above","City: Midsize","Four-year, small, highly residential",75,NA,1848,6,42,38,67,NA,0,"No",3,5815703,0,9048786,0,2024364,15008133,49658992
197133,"Vassar College",64,48140,23,4813,41,4973,NA,NA,NA,56960,56960,14050,13550,72760,72760,73260,73260,92,91,93,90,90,93,91,91,92,"No","Private not-for-profit, 4-year or above","Degree-granting, primarily baccalaureate or above","Suburb: Large","Four-year, small, highly residential",96,NA,2456,4,11,56,59,NA,3,"No",0,1082831323,2691514,22705385,0,26870230,82828182,246022859
188340,"Vaughn College of Aeronautics and Technology",78,6970,57,2551,55,3684,NA,NA,NA,25260,25260,14100,14100,48460,48460,61060,61060,43,43,45,33,28,67,40,30,51,"No","Private not-for-profit, 4-year or above","Degree-granting, not primarily baccalaureate or above","City: Large","Four-year, small, primarily nonresidential",78,0,1535,18,34,13,12,NA,0,"No",3,4112826,0,4971797,0,5730172,15178680,38969513
482228,"Veritas Baptist College",40,1839,37,1889,16,7412,NA,NA,NA,5800,5800,8976,NA,NA,NA,21424,21424,67,100,0,NA,NA,67,100,NA,50,"No","Private not-for-profit, 4-year or above","Degree-granting, primarily baccalaureate or above","Rural: Fringe","Four-year, very small, primarily nonresidential",37,24,174,5,11,73,34,NA,NA,"Yes",100,NA,0,80797,0,51358,291024,891088
197142,"Villa Maria College",98,13035,65,4741,77,7161,NA,NA,NA,23010,23010,7000,NA,NA,NA,33810,33810,26,27,25,8,50,30,36,33,50,"No","Private not-for-profit, 4-year or above","Degree-granting, primarily baccalaureate or above","City: Small","Four-year, very small, primarily nonresidential",63,0,544,30,7,55,62,NA,0,"No",0,1697027,0,1588466,36212,575906,3244568,9198354
216597,"Villanova University",52,32742,10,4679,41,6512,NA,NA,NA,53308,53308,14020,14020,70728,70728,70728,70728,91,88,93,92,86,91,94,90,90,"No","Private not-for-profit, 4-year or above","Degree-granting, primarily baccalaureate or above","Suburb: Large","Four-year, medium, highly residential",96,0,6917,5,8,75,53,NA,1,"No",2,710592000,7068646,77864912,0,59722943,169454482,507956693
234030,"Virginia Commonwealth University",54,10364,29,4547,48,6605,20968,16768,28155,14493,35834,11506,11506,32041,53382,32041,53382,67,60,72,63,64,68,63,64,71,"No","Public, 4-year or above","Degree-granting, primarily baccalaureate or above","City: Midsize","Four-year, large, primarily nonresidential",85,54,23693,19,10,45,60,73849,3,"No",2,1951336608,204706783,26078012,11438548,132133949,432957192,1167125699
234085,"Virginia Military Institute",70,15561,15,4590,64,6366,13428,8789,21822,18862,45706,NA,9482,31494,58338,NA,NA,78,79,71,60,67,79,71,78,80,"No","Public, 4-year or above","Degree-granting, primarily baccalaureate or above","Town: Distant","Four-year, small, highly residential",89,NA,1685,6,7,77,13,280812,0,"No",0,507216646,224838,8093762,1780210,7634484,28764113,99319891
233921,"Virginia Polytechnic Institute and State University",48,9023,16,4538,39,6188,18449,11138,26200,13620,31908,8934,8934,26834,45122,26834,45122,84,80,88,76,84,86,77,84,85,"No","Public, 4-year or above","Degree-granting, primarily baccalaureate or above","City: Small","Four-year, large, primarily residential",93,25,27811,4,6,65,43,37672,6,"No",0,1136900000,386907271,28363079,107342338,114076125,462466221,1614770591
234155,"Virginia State University",91,9263,71,4700,78,8340,18034,15586,22089,9056,20307,11208,11208,23239,34490,23239,34490,39,35,42,39,38,31,36,43,49,"Yes","Public, 4-year or above","Degree-granting, primarily baccalaureate or above","Suburb: Large","Four-year, medium, highly residential",66,58,3996,25,0,0,57,13490,0,"No",0,54737368,9719435,6692797,10809415,8520444,42537969,152490188
234164,"Virginia Union University",85,22156,77,4860,78,7509,NA,NA,NA,17748,17748,7404,8598,31358,31358,33218,33218,33,28,36,34,NA,NA,33,36,28,"Yes","Private not-for-profit, 4-year or above","Degree-granting, primarily baccalaureate or above","City: Midsize","Four-year, small, highly residential",68,0,1193,91,1,1,55,NA,0,"No",0,33751180,0,3026293,0,2524564,9005986,37082635
234173,"Virginia Wesleyan University",92,22780,41,4643,67,5071,NA,NA,NA,36660,36660,9257,9257,50517,50517,50637,50637,52,48,54,43,43,58,45,52,60,"No","Private not-for-profit, 4-year or above","Degree-granting, primarily baccalaureate or above","City: Large","Four-year, small, highly residential",62,NA,1351,25,8,53,59,NA,0,"No",3,58696815,0,8914872,0,2247109,16156430,44737136
240107,"Viterbo University",88,14809,27,4173,69,7646,NA,NA,NA,27970,27970,9060,9060,40530,40530,40530,40530,62,60,62,50,29,65,46,66,68,"No","Private not-for-profit, 4-year or above","Degree-granting, primarily baccalaureate or above","City: Small","Four-year, small, primarily residential",77,100,1714,0,3,87,74,NA,0,"No",13,53984208,0,7783149,17495,3259856,16618282,48150014
218919,"Voorhees College",96,10006,88,5540,86,7351,NA,NA,NA,12630,12630,7600,7346,26336,26336,27630,27630,43,47,39,41,0,100,46,7,0,"Yes","Private not-for-profit, 4-year or above","Degree-granting, primarily baccalaureate or above","Town: Distant","Four-year, very small, highly residential",55,50,491,96,0,1,57,NA,0,"No",0,7606009,0,1642995,0,1448317,3623740,14945081
152673,"Wabash College",100,32950,29,4364,67,6526,NA,NA,NA,43650,43650,7350,10050,57250,57250,54550,54550,71,71,NA,63,36,74,65,67,78,"No","Private not-for-profit, 4-year or above","Degree-granting, primarily baccalaureate or above","Town: Distant","Four-year, very small, highly residential",86,NA,882,6,9,74,0,NA,0,"No",0,349669669,1511502,13358221,3453117,5310624,15575235,51986331
197197,"Wagner College",98,26800,21,4843,59,7039,NA,NA,NA,47090,47090,14124,14124,64382,64382,64382,64382,69,63,72,67,66,72,94,94,39,"No","Private not-for-profit, 4-year or above","Degree-granting, primarily baccalaureate or above","City: Large","Four-year, small, highly residential",81,NA,1769,7,13,62,65,NA,0,"No",0,86755162,0,21534940,0,3980012,23350202,80610735
199847,"Wake Forest University",48,37534,9,4722,21,6135,NA,NA,NA,53322,53322,14416,14416,71638,71638,71638,71638,89,87,90,85,89,90,85,90,89,"No","Private not-for-profit, 4-year or above","Degree-granting, primarily baccalaureate or above","City: Midsize","Four-year, medium, highly residential",96,100,5225,6,7,69,53,NA,2,"No",0,1339003000,188891000,38968000,23835000,839185000,250126000,1649584000
154518,"Waldorf University",63,8960,48,3519,52,7366,NA,NA,NA,22076,22076,7524,7524,34039,34039,34039,34039,27,23,38,15,33,33,15,37,50,"No","Private for-profit, 4-year or above","Degree-granting, primarily baccalaureate or above","Town: Remote","Four-year, small, primarily residential",59,17,2636,11,6,49,38,NA,0,"No",76,NA,NA,NA,NA,NA,NA,NA
236896,"Walla Walla University",88,13387,28,4425,56,6921,NA,NA,NA,28035,28035,7455,7455,37890,37890,37890,37890,56,56,56,20,49,59,44,49,79,"No","Private not-for-profit, 4-year or above","Degree-granting, primarily baccalaureate or above","Suburb: Small","Four-year, small, highly residential",85,0,1653,3,13,70,50,NA,4,"No",0,28259739,59522,6766858,1564207,3535834,20712264,55369356
206437,"Walsh University",80,20599,30,4780,66,6754,NA,NA,NA,29980,29980,8754,10680,44236,44236,42526,42526,59,47,66,32,55,63,43,55,82,"No","Private not-for-profit, 4-year or above","Degree-granting, primarily baccalaureate or above","Suburb: Large","Four-year, small, highly residential",77,NA,2027,6,3,54,59,NA,0,"No",7,27379277,0,9447561,0,4079463,19458869,50973699
210304,"Warner Pacific University",94,9325,60,5295,67,7211,NA,NA,NA,18660,18660,11760,9670,31840,31840,34252,34252,45,47,43,17,42,55,40,55,50,"No","Private not-for-profit, 4-year or above","Degree-granting, primarily baccalaureate or above","City: Large","Four-year, very small, highly residential",74,NA,364,12,36,32,54,NA,0,"No",0,16195704,0,4555780,126208,744868,5162988,17045249
138275,"Warner University",97,14131,63,5064,87,7549,NA,NA,NA,21694,21694,8500,8348,33568,33568,38951,38951,27,22,38,23,27,32,28,37,48,"No","Private not-for-profit, 4-year or above","Degree-granting, primarily baccalaureate or above","Rural: Fringe","Four-year, small, primarily residential",55,25,910,36,12,44,46,NA,1,"No",26,6238128,0,6246362,0,958919,3574903,19695337
199865,"Warren Wilson College",96,23556,41,4706,59,6289,NA,NA,NA,36280,36280,10980,10980,51100,51100,53100,53100,52,49,55,27,78,53,54,57,48,"No","Private not-for-profit, 4-year or above","Degree-granting, primarily baccalaureate or above","Suburb: Large","Four-year, very small, highly residential",65,NA,657,7,7,75,65,NA,0,"No",0,52616953,0,4781271,1028915,2129202,9594837,27044881
154527,"Wartburg College",96,31248,25,4426,68,6447,NA,NA,NA,41280,41280,9995,9995,53675,53675,53675,53675,67,62,73,34,33,73,56,71,72,"No","Private not-for-profit, 4-year or above","Degree-granting, primarily baccalaureate or above","Town: Distant","Four-year, small, highly residential",79,NA,1498,4,5,76,53,NA,0,"No",0,76738257,0,12507116,421430,3770136,14782095,52948995
156082,"Washburn University",60,7230,31,4847,43,6551,13752,11054,17138,8312,18560,10993,9144,22056,32304,23905,34153,36,28,42,11,19,42,32,44,56,"No","Public, 4-year or above","Degree-granting, primarily baccalaureate or above","City: Midsize","Four-year, medium, primarily nonresidential",70,35,5719,5,11,60,61,35688,1,"No",9,181812960,179114,14860380,4153927,17024513,45404056,107104260
216667,"Washington & Jefferson College",99,32334,31,4508,85,6766,NA,NA,NA,47964,47964,12150,12150,61814,61814,61814,61814,73,72,74,57,71,75,66,74,76,"No","Private not-for-profit, 4-year or above","Degree-granting, primarily baccalaureate or above","Suburb: Large","Four-year, small, highly residential",81,NA,1356,5,5,73,49,NA,0,"No",0,143585932,260349,9976050,0,4775323,21435165,56100636
162210,"Washington Adventist University",84,12289,50,4593,64,10354,NA,NA,NA,23900,23900,2226,9370,35570,35570,28737,28737,37,30,42,43,44,30,37,35,36,"No","Private not-for-profit, 4-year or above","Degree-granting, primarily baccalaureate or above","Suburb: Large","Four-year, very small, highly residential",79,75,960,44,18,6,63,NA,1,"No",1,3411386,0,5766728,1570166,2432037,12516236,28131442
234207,"Washington and Lee University",61,42893,11,4344,22,5835,NA,NA,NA,52455,52455,NA,13925,70500,70500,NA,NA,95,94,96,100,83,95,96,97,95,"No","Private not-for-profit, 4-year or above","Degree-granting, primarily baccalaureate or above","Town: Distant","Four-year, small, highly residential",96,NA,1829,3,5,81,50,NA,2,"No",0,1603114000,1670000,15528000,959000,21742000,78470000,242139000
164216,"Washington College",94,29558,21,4890,60,6383,NA,NA,NA,46978,46978,7050,12414,64542,64542,60028,60028,68,64,71,44,43,72,66,67,70,"No","Private not-for-profit, 4-year or above","Degree-granting, primarily baccalaureate or above","Town: Distant","Four-year, small, highly residential",84,NA,1367,9,6,71,59,NA,0,"No",0,226922045,0,13922763,0,3556828,24541870,61747582
236939,"Washington State University",67,9841,31,4690,41,6427,18002,9334,23961,11584,25820,11398,11398,27484,41720,27484,41720,59,55,62,47,51,62,51,57,65,"No","Public, 4-year or above","Degree-granting, primarily baccalaureate or above","Town: Distant","Four-year, large, primarily residential",79,48,26098,3,15,61,53,35809,6,"No",9,1024300681,233370129,33776935,41908367,100518606,292221605,1263478073
179867,"Washington University in St Louis",45,42706,13,4492,17,5981,NA,NA,NA,53399,53399,16440,16440,74361,74361,74361,74361,95,94,95,94,95,95,91,95,95,"No","Private not-for-profit, 4-year or above","Degree-granting, primarily baccalaureate or above","Suburb: Large","Four-year, large, highly residential",97,43,7751,9,9,51,53,NA,11,"No",1,7687392000,541107000,102527000,38681000,212260000,2170532000,3933628000
229780,"Wayland Baptist University",53,6057,38,3421,48,8517,NA,NA,NA,20070,20070,11000,7992,33318,33318,36326,36326,24,16,36,9,19,33,15,33,33,"No","Private not-for-profit, 4-year or above","Degree-granting, primarily baccalaureate or above","Town: Remote","Four-year, small, primarily nonresidential",49,58,3356,17,32,37,51,NA,0,"No",23,85015689,0,9032150,349685,2390735,35843657,61820398
181783,"Wayne State College",75,6307,36,4183,51,5654,13770,10333,16436,7172,12602,7800,7800,19178,24608,19178,24608,43,41,43,10,19,49,32,38,55,"No","Public, 4-year or above","Degree-granting, primarily baccalaureate or above","Town: Distant","Four-year, small, highly residential",75,0,2975,3,8,81,56,7920,0,"No",4,23631529,60,10435073,136685,6704238,22013855,55641250
172644,"Wayne State University",76,7835,44,4893,50,6776,15012,11413,19128,13097,27991,9396,10550,27157,42051,28919,43813,47,46,48,22,42,56,37,47,60,"No","Public, 4-year or above","Degree-granting, primarily baccalaureate or above","City: Large","Four-year, large, primarily nonresidential",79,43,17574,16,5,59,57,15999,4,"No",2,396836000,186783000,48611000,72706000,100620000,320063000,891439000
